Statement,Link,Date
Pressure on Russia is unprecedented — White House,https://www.tass.com/world/1549671,"13 Dec 2022, 07:39 "
Russia and the US to hold high-level consultations on Paul Whelan – White House,https://www.tass.com/world/1549669,"13 Dec 2022, 07:29 "
Global Fashion Group completes sale of Lamoda business in Russia,https://www.tass.com/economy/1549667,"13 Dec 2022, 06:13 "
Gemenids meteor shower to reach peak on Wednesday night — planetarium,https://www.tass.com/science/1549663,"13 Dec 2022, 05:17 "
Moscow to see International Charity Cadet Ball on December 13,https://www.tass.com/society/1549659,"13 Dec 2022, 05:13 "
Moldova freezes talks on trade barriers lifting with Russia — Minister,https://www.tass.com/economy/1549657,"13 Dec 2022, 05:12 "
Stationary plasma thruster passes development tests — design bureau,https://www.tass.com/science/1549655,"13 Dec 2022, 05:10 "
US considers important to continue communication with Russia – Department of State,https://www.tass.com/world/1549653,"13 Dec 2022, 05:08 "
Bout says he shook hands with Griner — news outlet,https://www.tass.com/society/1549651,"13 Dec 2022, 05:04 "
Ship departures from Ukraine down threefold in early December — Coordination Center,https://www.tass.com/economy/1549645,"13 Dec 2022, 05:00 "
Ship traffic from Ukraine halted due to poor weather — Coordination Center,https://www.tass.com/economy/1549643,"13 Dec 2022, 04:59 "
US believes introduced cap drives Russian oil prices down — Department of State,https://www.tass.com/economy/1549641,"13 Dec 2022, 04:57 "
Russia’s PM to hold Expert Council’s meeting,https://www.tass.com/politics/1549639,"13 Dec 2022, 04:55 "
Putin to participate in transport facilities’ opening via video link,https://www.tass.com/politics/1549637,"13 Dec 2022, 04:47 "
US intends to get ‘creative’ on Paul Whelan’s exchange — Department of State,https://www.tass.com/world/1549635,"13 Dec 2022, 04:46 "
"One woman killed, one more wounded in DPR’s Gorlovka in shelling by Ukrainian troops",https://www.tass.com/emergencies/1549633,"13 Dec 2022, 04:44 "
Grain deal can be reviewed only with participation of all sides — UN,https://www.tass.com/world/1549631,"13 Dec 2022, 04:08 "
NATO likely to turn down Serbia’s request for deployment of forces in Kosovo — diplomat,https://www.tass.com/russia/1549627,"13 Dec 2022, 01:40 "
Ukraine’s shelling attack followed by fire near market in Donetsk — mayor,https://www.tass.com/russia/1549069,"11 Dec 2022, 19:56 "
"Two houses destroyed, 20 damaged in Ukrainian HIMARS strike on Svatovo — LPR",https://www.tass.com/emergencies/1548995,"11 Dec 2022, 10:33 "
Ukrainian army launches 20 Grad shells at Donetsk — DPR,https://www.tass.com/emergencies/1548993,"11 Dec 2022, 10:12 "
Number of casualties in Ukrainian strike on Melitopol climbs to 10 — official,https://www.tass.com/emergencies/1548975,"11 Dec 2022, 05:46 "
Viktor Bout says photo of Putin was always in his prison cell in US,https://www.tass.com/russia/1548967,"11 Dec 2022, 02:29 "
"Viktor Bout supports special military operation, says he could have joined it as volunteer",https://www.tass.com/russia/1548917,"10 Dec 2022, 21:33 "
"Ukrainian forces pounding Energodar along riverfront, politician says",https://www.tass.com/russia/1548901,"10 Dec 2022, 19:23 "
"Ukrainian forces fire 10 Grad rockets into Donetsk, DPR says",https://www.tass.com/russia/1548899,"10 Dec 2022, 19:04 "
Moscow demands steps from Finland following flag desecration incident in Helsinki,https://www.tass.com/russia/1548895,"10 Dec 2022, 18:14 "
"Russian troops destroy US-made AN/TPQ-36 radar system, two Grad MLRS in DPR - top brass",https://www.tass.com/russia/1548881,"10 Dec 2022, 17:48 "
"WADA says proceedings around Valieva’s case pending, refuses to give details",https://www.tass.com/sport/1548869,"10 Dec 2022, 14:38 "
"Russia records 7,397 daily coronavirus cases — crisis center",https://www.tass.com/coronavirus-outbreak-in-china/1548867,"10 Dec 2022, 14:18 "
West was unable to say anything during UN Security Council meeting on Ukraine — mission,https://www.tass.com/politics/1548847,"10 Dec 2022, 09:51 "
Russia hands over almost 350 tons of flour to Nicaragua under UN World Food Program,https://www.tass.com/economy/1548845,"10 Dec 2022, 08:14 "
"Kiev, West provocatively call on Georgia to open second front against Russia — diplomat",https://www.tass.com/politics/1548843,"10 Dec 2022, 07:19 "
Kiev’s arms suppliers will face legal consequences — Russian UN envoy,https://www.tass.com/politics/1548841,"10 Dec 2022, 06:32 "
Russian military-industrial complex meets its goals in full — UN envoy,https://www.tass.com/politics/1548839,"10 Dec 2022, 06:05 "
Drones that attacked Russian airstrips were guided by US’ GPS system — Russian UN envoy,https://www.tass.com/politics/1548837,"10 Dec 2022, 05:59 "
Ukraine seeks to raze Donetsk with Western weapons — Russian UN envoy,https://www.tass.com/politics/1548835,"10 Dec 2022, 05:27 "
"US, EU want to push Russia out of Transcaucasia — Foreign Ministry",https://www.tass.com/politics/1548829,"10 Dec 2022, 04:06 "
Ukraine may pull forces back in Lugansk direction due to huge casualties — LPR official,https://www.tass.com/politics/1548815,"10 Dec 2022, 02:15 "
"Mega Khimki shopping mall engulfed in flames, fire spreads to 18,000 square meters",https://www.tass.com/emergencies/1548145,"9 Dec 2022, 10:25 "
Dollar grows to 62.85 rubles,https://www.tass.com/economy/1548131,"9 Dec 2022, 10:16 "
"Explosion, collapse reported at shopping mall near Moscow",https://www.tass.com/emergencies/1548139,"9 Dec 2022, 10:15 "
"Fire at shopping mall near Moscow spreads to 7,000 square meters — rescuers",https://www.tass.com/emergencies/1548133,"9 Dec 2022, 10:14 "
Russian human rights commissioner hails Bout’s release as ‘New Year gift’,https://www.tass.com/politics/1548127,"9 Dec 2022, 10:12 "
Eurasian Economic Union leaders to discuss economic issues in Bishkek,https://www.tass.com/world/1548119,"9 Dec 2022, 09:30 "
Fire breaks out at shopping mall near Moscow,https://www.tass.com/emergencies/1548123,"9 Dec 2022, 09:27 "
Bout spent most of his jail term in cell block with toughest conditions — lawyer,https://www.tass.com/russia/1548117,"9 Dec 2022, 09:21 "
Russia to design spacecraft engine that can travel to Solar System’s border,https://www.tass.com/science/1548113,"9 Dec 2022, 09:08 "
Viktor Bout says he was not informed about upcoming swap beforehand,https://www.tass.com/politics/1548087,"9 Dec 2022, 04:47 "
"People keep fleeing Kharkov region, moving towards Russia — official",https://www.tass.com/russia/1548091,"9 Dec 2022, 04:45 "
Viktor Bout endured powerful pressure in US jail — ambassador,https://www.tass.com/politics/1548085,"9 Dec 2022, 04:44 "
Special flight transporting Viktor Bout lands in Moscow,https://www.tass.com/russia/1548089,"9 Dec 2022, 04:39 "
Biden pardons Bout by reducing his time in custody — attorney,https://www.tass.com/politics/1548067,"9 Dec 2022, 04:26 "
"Senior Russian, US officials held talks to exchange Bout via secure line — lawyer",https://www.tass.com/politics/1548063,"9 Dec 2022, 04:24 "
"Dollar up to 62.81 rubles, euro not traded on Moscow Exchange",https://www.tass.com/economy/1547533,"8 Dec 2022, 09:48 "
Ukrainian troops fire HIMARS rocket at village in DPR,https://www.tass.com/emergencies/1547523,"8 Dec 2022, 08:55 "
Exhibits worth over one million US dollars purchased by State Hermitage Museum in 2022,https://www.tass.com/society/1547519,"8 Dec 2022, 08:52 "
Verdict against Russian journalist sentenced to 22 years for high treason goes into effect,https://www.tass.com/russia/1547457,"8 Dec 2022, 04:14 "
"Russia hit with aggressive flu season this year, top sanitary doctor says",https://www.tass.com/society/1547443,"8 Dec 2022, 02:16 "
"Fire in Gorlovka hospital, caused by Ukrainian shelling, put out — rescuers",https://www.tass.com/russia/1546775,"7 Dec 2022, 06:37 "
"Russian citizen Martynov, convicted in US, to be released on December 20 — lawyer",https://www.tass.com/russia/1546767,"7 Dec 2022, 05:06 "
Hungarian PM backs French President’s statement on cost of conflict in Ukraine for EU,https://www.tass.com/world/1546203,"6 Dec 2022, 10:31 "
"Dollar exchange rate on Moscow Exchange unchanged, euro rate down to 65.7 rubles",https://www.tass.com/economy/1546207,"6 Dec 2022, 10:29 "
"UN Security Council to hold meeting on Ukraine on December 6, says Russia's UN mission",https://www.tass.com/politics/1546209,"6 Dec 2022, 10:27 "
Explosions heard in Kiev-controlled city of Zaporozhye – publication,https://www.tass.com/world/1546199,"6 Dec 2022, 09:06 "
Death toll after partial collapse of a residential house in Nizhnevartovsk rises to seven,https://www.tass.com/emergencies/1546195,"6 Dec 2022, 08:07 "
White House believes $60 oil price cap keeps incentives for Russia to continue exporting,https://www.tass.com/economy/1546193,"6 Dec 2022, 07:39 "
"Sanctions on Russian oil will harm developing countries, says Bundestag deputy",https://www.tass.com/economy/1546191,"6 Dec 2022, 06:19 "
Bundestag deputy believes Russia will not experience problems with oil sales,https://www.tass.com/economy/1546189,"6 Dec 2022, 06:18 "
US won’t replenish its oil reserves with Russian oil – White House,https://www.tass.com/world/1546185,"6 Dec 2022, 04:20 "
"Four civilians killed, five wounded in DPR in shelling by Ukrainian troops during day",https://www.tass.com/emergencies/1546179,"6 Dec 2022, 04:13 "
28 civilians wounded in LPR’s Alchevsk as result of Ukrainian HIMARS attack,https://www.tass.com/russia/1546175,"6 Dec 2022, 02:17 "
"Civilian population, city infrastructure unaffected by drone attack near Ryazan – governor",https://www.tass.com/russia/1546171,"6 Dec 2022, 02:15 "
Turkish side spurns patrol duties in Syria under pretext of bad weather,https://www.tass.com/russia/1546169,"6 Dec 2022, 02:14 "
Death toll in Donetsk shelling grows to four – DPR territorial defense headquarters,https://www.tass.com/russia/1546159,"6 Dec 2022, 01:43 "
Japan is unsure if price cap for Russian oil will be efficient — cabinet,https://www.tass.com/economy/1545607,"5 Dec 2022, 10:29 "
"Dollar drops to 61.47 rubles, euro climbs to 65.4 rubles",https://www.tass.com/economy/1545605,"5 Dec 2022, 10:27 "
Politician says overnight strikes at Kiev-controlled Zaporozhye targeted ammunition depots,https://www.tass.com/politics/1545601,"5 Dec 2022, 09:52 "
Gas explosion occurs in Yaroslavl apartment building — officials,https://www.tass.com/emergencies/1545603,"5 Dec 2022, 09:49 "
Russia’s COVID infections jumped by more than 10% over past week — calculations by TASS,https://www.tass.com/society/1545599,"5 Dec 2022, 09:15 "
Macron says Western countries don’t seek to destroy Russia,https://www.tass.com/world/1545593,"5 Dec 2022, 08:23 "
Macron says he maintains regular communication with Putin,https://www.tass.com/world/1545591,"5 Dec 2022, 07:26 "
DPR says Ukrainian forces fired 10 MLRS Grad rockets at Donetsk,https://www.tass.com/emergencies/1545589,"5 Dec 2022, 07:19 "
Western sentiment still gravitates toward military solution for Ukraine — analyst,https://www.tass.com/politics/1545583,"5 Dec 2022, 05:47 "
Mishustin and China’s PM to hold virtual meeting on Monday,https://www.tass.com/politics/1545579,"5 Dec 2022, 05:15 "
"Lavrov to hold talks with Azerbaijani foreign minister on relations between Baku, Yerevan",https://www.tass.com/politics/1545577,"5 Dec 2022, 04:17 "
Putin to attend ceremony of awarding volunteers on Monday,https://www.tass.com/politics/1545573,"5 Dec 2022, 04:15 "
Seven people missing after partial collapse of residential house in Nizhnevartovsk,https://www.tass.com/emergencies/1545567,"5 Dec 2022, 03:19 "
Ukrainian troops deliver strikes at residential quarters in central Donetsk,https://www.tass.com/russia/1545523,"4 Dec 2022, 20:23 "
Two people hurt as five-storey building collapses in Nizhnevartovsk,https://www.tass.com/russia/1545501,"4 Dec 2022, 19:31 "
"Russian air defense intercepts HIMARS, Uragan rockets in LPR, Zaporozhye Region",https://www.tass.com/russia/1545499,"4 Dec 2022, 19:30 "
Russian armed forces successfully advance near Artyomovsk — top brass,https://www.tass.com/russia/1545449,"4 Dec 2022, 18:49 "
Russian entrepreneurs to preserve assets if invest in domestic development — Duma Speaker,https://www.tass.com/russia/1545403,"4 Dec 2022, 18:41 "
Iranian lawmakers arrive in Moscow on official visit — Duma committee,https://www.tass.com/russia/1545401,"4 Dec 2022, 16:35 "
Ukrainian losses in clashes with DPR units surpass 60 troops in 24 hours,https://www.tass.com/russia/1545399,"4 Dec 2022, 15:47 "
"Russian, Azerbaijani top diplomats to meet in Moscow on Monday",https://www.tass.com/russia/1545397,"4 Dec 2022, 15:45 "
Ukrainian army loses up to 65 troops in clashes with LPR forces — republic,https://www.tass.com/russia/1545393,"4 Dec 2022, 15:04 "
"Russia’s COVID-19 case tally grows by 6,598 over the past day — crisis center",https://www.tass.com/russia/1545391,"4 Dec 2022, 15:01 "
Ukrainian army destroys college dorm in LPR town using HIMARS — Mayor,https://www.tass.com/russia/1545389,"4 Dec 2022, 14:23 "
Man wounded in DPR in shelling by Ukrainian army — territorial defense HQ,https://www.tass.com/russia/1545383,"4 Dec 2022, 14:10 "
Ukrainian army launches four HIMARS rockets at LPR town — mission at JCCC,https://www.tass.com/russia/1545379,"4 Dec 2022, 13:25 "
Naro-Fominsk small missile ship to float out on December 9 — source,https://www.tass.com/russia/1545371,"4 Dec 2022, 12:14 "
Three utilities workers die in explosion in LPR,https://www.tass.com/russia/1545369,"4 Dec 2022, 12:14 "
Putin to visit Donbass in due course - Kremlin spokesman,https://www.tass.com/russia/1545279,"3 Dec 2022, 19:49 "
No information on new mobilization waves in Russia — Kremlin spokesman,https://www.tass.com/russia/1545275,"3 Dec 2022, 19:47 "
Moscow will not accept price cap on Russian oil — Kremlin spokesman,https://www.tass.com/russia/1545269,"3 Dec 2022, 19:21 "
"Almost 6,670 new Covid cases registered in Russia with 59 fatalities",https://www.tass.com/russia/1545245,"3 Dec 2022, 16:34 "
